Department Ref Number,Construction Activity (Y/N),County,Development Name,Address 1,Address 2,Planning Ref,Planning Date,Planning Expiry Date,Detached Units,Semi-detached Units,Terraced Units,Apartment Units,Duplex Units,Total All Units,Occupied Houses,Vacant Houses,Near Complete Active Houses,Near Complete Not Active Houses,Wall Plate Active Houses,Wall Plate Not Active Houses,DPC Active Houses,DPC Not Active Houses,Founds Active Houses,Founds Not Active Houses,No Start Houses,Planning Expired Houses,Occupied Apartments,Vacant Apartments,Near Complete Active Apartments,Near Complete Not Active Apartments,Wall Plate Active Apartments,Wall Plate Not Active Apartments,DPC Active Apartments,DPC Not Active Apartments,Founds Active Apartments,Founds Not Active Apartments,No Start Apartments,Plannig Expired Apt,Roads Complete,Road Base Complete,Roads None,Footpaths Complete,Footpaths Not Complete,Lighting Complete,Lighting Not Complete,Water Potable,Water Storm,Water Waste,No OS Areas In Planning Permission,OS Area Complete,OS Area Levelled,OS Area Untouched,Survey Date,Building Site Only,,Occupied Houses Impacted,Occupied Apartments Impacted
1246,No,Kerry,Forge Lane,Barraduff,Barraduff,Jun-52,20/06/2007,19/06/2012,9,170,0,50,0,229,17,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,50,0,17,0,17,0,17,0,17,17,17,1,0,1,0,04/09/2017,No,,11,0
1251,No,Kerry,Carraig Dun,Ballymacprior,Killorglin,Jun-92,23/03/2007,22/03/2012,7,0,0,0,0,7,1,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,3,3,3,2,0,1,04/09/2017,No,,1,0
1256,No,Kerry,Clonough ,Bawnluskaha,Castleisland,03/1950 & 06/92734,01/11/2006,21/10/2011,43,76,14,0,0,133,64,0,1,0,0,0,0,8,0,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,64,0,64,0,64,64,64,5,3,0,2,04/09/2017,No,,0,0
1278,No,Kerry,Hazelbrook,Doonard Lower,Tarbert,05/1536,10/11/2005,09/11/2010,1,20,0,0,0,21,7,1,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,7,1,1,0,0,04/09/2017,No,,3,0
1280,No,Kerry,Inch  ,Ardroe,Inch,02/696 & 07/4694,02/06/2004,27/03/2013,6,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,04/09/2017,Yes,1,0,0
1297,No,Kerry,Bruach Na h-Abhainn,Montanagay,Abbeydorney,07/991405,15/01/2013,15/01/2015,1,2,3,0,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,3,1,1,0,0,04/09/2017,No,,2,0
1302,No,Kerry,Parc Darach,Barraduff,Barraduff,May-62,28/02/2006,21/12/2011,3,64,59,17,0,143,11,0,0,2,0,0,0,0,0,0,0,113,8,2,0,7,0,0,0,0,0,0,0,0,21,0,0,21,0,21,0,21,21,21,6,2,0,4,04/09/2017,No,,0,0
1309,No,Kerry,St. Michaels Green,Ballinageragh,Lixnaw,Apr-37,03/09/2004,02/09/2009,12,28,28,1,0,69,0,8,0,1,0,2,0,21,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,8,1,0,8,8,8,8,2,0,0,2,04/09/2017,Yes,1,0,0
1311,Yes,Kerry,Suiomh Alainn,Kilgarvan,Kenmare,Jun-24,12/02/2007,11/02/2012,22,8,0,0,0,30,1,12,0,9,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,10,5,13,0,13,0,13,13,13,3,,1,2,04/09/2017,No,,0,0
1314,No,Kerry,The Grove,Grove,Dingle,06/559,21/08/2006,20/08/2011,26,20,22,4,2,74,24,0,0,1,0,0,0,0,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,6,23,1,0,24,0,24,0,24,24,24,5,3,0,2,04/09/2017,No,,1,0
1320,No,Kerry,Lighthouse View,Garranearragh,Caherciveen,May-32,22/11/2005,21/11/2010,33,0,0,0,0,33,2,16,0,7,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,,0,18,0,18,0,18,18,18,1,1,0,0,04/09/2017,No,,0,0
1473,No,Kerry,Parc Cummin,Killcummin,Killarney,04/1528,23/03/2005,22/03/2010,5,74,11,0,0,90,81,2,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,83,0,83,0,83,83,83,3,3,0,0,04/09/2017,No,,0,0
1750,No,Kerry,Dun Alainn,Clievragh,Listowel,Jun-32,27/09/2006,27/09/2011,47,140,15,6,6,214,12,0,0,0,0,3,0,3,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,12,0,12,0,12,12,12,4,1,0,3,04/09/2017,"No
",,0,0
1751,No,Kerry,Golf View,Ballygillogue,Listowel,Jul-73,20/02/2008,19/02/2013,6,0,0,0,0,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,6,6,6,2,1,1,0,04/09/2017,"No
",,0,0
2550,Yes,Kerry,Deerpark Avenue,Manor,Tralee,PDA 077584,31/03/2008,30/03/2018,0,20,0,0,0,20,4,0,4,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,4,4,4,1,0,0,1,04/09/2017,No,,0,0
2555,No,Kerry,Lios Ard,Lisloose,Tralee,04/93070,18/07/2005,17/07/2013,6,30,14,0,0,50,28,0,0,16,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,28,0,28,0,28,28,28,4,2,0,2,04/09/2017,No,,0,0
2557,No,Kerry,Park Lane Apartments,Park Lane,Tralee,PDA 067282,19/06/2007,18/06/2012,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/09/2017,Yes,1,0,0
3013,No,Kerry,N/A,Dingle,Kerry,Apr-42,15/10/2004,18/05/2008,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,04/09/2017,Yes,1,0,0
3014,No,Kerry,"Development under PP ref. 04/1490
",Ballyluskey,Ballydavid,05/351,11/02/2005,10/05/2010,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,1,0,0,1,04/09/2017,No,,0,0
3017,No,Kerry,N/A,Derrymore East,Tralee,04/299,30/01/2004,28/06/2009,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,1,0,1,0,04/09/2017,No,,0,0
3019,No,Kerry,Fair Amach ar,Ballinskelligs,Waterville,00/1310 & 06/2144,24/02/2003,23/02/2008,5,0,0,0,0,5,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,2,2,1,0,1,0,04/09/2017,Yes,1,0,0
3020,No,Kerry,Barr na Sraide,Top Street,Caherciveen,12/261,24/01/2013,23/01/2018,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,04/09/2017,Yes,1,0,0
3023,No,Kerry,Kilahan,Kilahan,Abbeydorney,Apr-34,05/11/2004,04/11/2009,5,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,04/09/2017,Yes,1,0,0
3024,No,Kerry,"Development under PP ref 04/2194
",Ballyeagh,Ballybunion,Apr-94,11/10/2004,10/10/2009,6,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,04/09/2017,No,,1,0
3033,No,Kerry,Knocklyne Close,Knocklyne,Killorglin,May-23,09/03/2011,10/01/2014,9,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,4,4,4,1,1,0,0,04/09/2017,No,,0,0
3031,No,Kerry ,Firies Hall,Firies,Killarney,06/2693 & 09/387,09/03/2009,11/06/2014,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/09/2017,Yes,1,0,0
26,No,Kildare,Shanrath Road,Castledermot Road,Athy,4300004,26/01/2005,14/04/2010,21,40,22,0,0,83,20,0,0,0,0,0,6,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,20,0,20,0,19,19,19,0,0,0,0,11/08/2017,No,,0,0
1325,No,Kildare,Allen Court,Pluckerstown,Kilmeague,04/1154,20/04/2005,19/04/2010,8,0,0,0,0,8,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,4,4,4,4,4,2,2,0,0,19/07/2017,No,,4,0
1328,No,Kildare,Ballintine Park,Allen,Kilmeague,Mar-96,24/06/2004,23/06/2009,14,12,0,10,0,36,12,2,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,10,26,14,22,14,12,14,14,14,3,2,0,1,19/07/2017,No,,0,0
1339,No,Kildare,Brook Mill,Curryhills,Prosperous,01/1326,26/12/2003,25/12/2008,4,0,31,0,0,35,21,5,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,32,3,32,3,19,19,19,0,0,0,0,19/07/2017,No,,21,0
1347,No,Kildare,Cluain Dara,,Derrinturn,01/304,n/a,,29,40,8,0,0,77,13,0,0,2,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,13,64,13,64,13,13,13,4,1,0,3,03/08/2017,No,,2,0
1354,No,Kildare,Grove Lane,Grove Lane,Robertstown,Apr-52,21/12/2005,20/12/2010,0,0,7,0,0,7,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,2,2,2,2,0,0,2,19/07/2017,Yes,1,0,0
1356,No,Kildare,Hemingway Park,Moat Commons,Clane,Apr-99,21/12/2005,20/12/2012,1,0,32,6,4,43,10,2,0,2,0,0,0,12,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0,6,0,37,6,16,27,11,32,16,16,16,2,0,0,2,19/07/2017,No,,10,3
1364,No,Kildare,Moore Abbey Court,Gorteenoona,Monasterevin,05/1756,n/a,27/07/2011,5,24,0,0,0,29,10,0,0,1,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,11,10,10,10,1,0,0,1,19/07/2017,No,,0,0
1365,No,Kildare,Moore?s Wood,Mountrice,Monasterevin,05/228,14/12/2005,13/12/2010,6,0,0,0,0,6,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,3,3,3,1,1,0,0,19/07/2017,No,,2,0
1385,No,Kildare, The Friary,Skenagun / Garterfarm,Castledermot,"99/98, 01/1876",10/09/1999,09/11/2004,0,26,17,7,7,57,42,1,0,0,0,0,0,0,0,0,0,0,4,1,0,9,0,0,0,0,0,0,0,0,0,57,0,57,0,57,0,48,48,48,1,1,0,0,11/08/2017,No,,0,4
1337,yes,Kilkenny,Callan Manor,Lower Green Lane,Callan,051050 - 1249,03/01/2006,23/03/2011,0,0,15,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,15,0,15,15,15,1,0,0,1,31/08/2017,Yes,1,0,0
1341,No,Kilkenny,Brookfield,Main Street,Ballyhale,06696 - 11476,25/09/2006,23/09/2016,15,30,21,0,0,66,26,0,0,2,0,0,0,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,26,0,26,0,26,26,26,5,2,0,3,31/08/2017,No,,0,0
1361,No,Kilkenny,Kingscourt,Bolton,Callan,051853 - 11/354,31/08/2006,29/09/2016,10,48,4,12,12,86,32,0,0,0,0,0,0,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,24,4,28,0,28,0,28,0,31,31,31,5,2,0,3,31/08/2017,No,,2,0
1401,Yes,Kilkenny,Abbey Gate,Rathculliheen,Ferrybank,61068,20/02/2007,27/09/2015,10,60,33,0,0,103,19,2,0,8,0,0,0,20,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,21,0,21,0,21,21,21,5,0,0,5,31/08/2017,No,,0,0
1402,No,Kilkenny,Abhainn Ri,Kilmanagh,Kilmanagh,5418,31/03/2006,31/03/2011,5,10,0,0,0,15,11,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,13,0,13,0,13,0,13,2,2,0,0,31/08/2017,No,,1,0
1410,No,Kilkenny,Barrow Meadows,Barrowmount,Goresbridge,660,27/02/2007,19/02/2017,9,12,6,0,0,27,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,2,3,0,0,3,31/08/2017,No,,2,0
1412,No,Kilkenny,Bolton Wood,Bolton,Callan,6405,03/01/2006,12/01/2016,10,100,27,0,0,137,78,4,0,0,0,2,0,33,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,82,0,82,0,82,82,82,7,3,0,4,31/08/2017,No,,0,0
1415,No,Kilkenny,Bridge Street,Lower Bridge Street,Callan,2840,15/08/2002,08/01/2008,0,0,4,3,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31/08/2017,Yes,1,0,0
1418,No,Kilkenny,Castlehyde Park,Rosbercon,New Ross,04.2073 & 06.146,04/09/2006,24/11/2015,0,126,0,0,0,126,23,3,0,2,0,4,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,28,0,28,0,26,26,26,5,1,0,4,31/08/2017,No,,12,0
1429,No,Kilkenny,Dunan,Cloghabrody,Thomastown,3491,06/04/2004,03/04/2013,28,90,33,0,0,151,60,3,0,8,0,0,0,0,0,2,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,63,0,63,0,63,63,63,3,3,0,0,31/08/2017,No,,16,0
1433,Yes,Kilkenny,Fr. Hayden Road,Fr. Hayden Road,Kilkenny,"9774, 0528",16/12/1997,21/06/2006,4,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,31/08/2017,Yes,1,0,0
1448,No,Kilkenny,Oak Ridge,Belmont,Ferrybank,4860,22/02/2005,22/02/2015,50,100,55,0,50,255,31,0,0,4,0,0,0,0,0,3,0,167,0,0,0,0,0,0,0,0,0,0,0,50,31,0,0,31,0,31,0,27,27,27,6,1,0,5,31/08/2017,No,,4,0
1461,No,Kilkenny,The Paddocks,Kilkenny Road,Gowran,31524,01/03/2004,10/08/2011,28,0,0,0,0,28,24,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,24,0,24,0,24,24,24,2,2,0,0,31/08/2017,No,,4,0
1464,yes,Kilkenny,Togher Way,Togher Road,Urlingford,1587,28/03/2002,18/03/2007,2,12,44,0,0,58,11,16,0,6,0,19,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,27,0,0,27,27,27,27,5,2,0,3,31/08/2017,No,,0,0
3126,No,Kilkenny,Walkin Street,Walkin Street,Kilkenny,05.108 & 06.102,08/05/2006,07/05/2015,0,0,5,34,0,39,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31/08/2017,Yes,1,0,0
1498,No,Laois,"Development under PP ref. 05/1577, 
Bracklone Street","Cooltederry, Railway Road",Portarlington,05/1577,18/01/2007,17/01/2012,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2017,Yes,1,0,0
1506,No,Laois,Corrig Glen,"Cooltederry, Railway Road",Portarlington,"99/241, 01/453, 02/1218, 05/233, 06/425, 07/611, 07612, 09782, 10/200",06/09/1999,09/03/2016,5,0,9,18,60,92,0,0,0,0,0,0,0,0,0,0,0,14,25,35,0,0,0,0,0,18,0,0,0,0,60,0,0,60,0,60,0,60,60,60,4,0,3,1,03/08/2017,No,,0,0
1511,No,Laois,Deanswood,Rathdowney Road,Borris in Ossory,"00/215, 04/973",18/04/2001,05/06/2010,8,0,12,24,0,44,0,0,0,12,0,0,0,2,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11/08/2017,Yes,1,0,0
1520,No,Laois,Johnstown Glebe,Borris in Ossory,Rathdowney,03/685,17/09/2004,16/09/2009,3,6,0,0,0,9,0,0,0,0,0,1,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11/08/2017,Yes,1,0,0
1522,No,Laois,Killacourt Woods,Killacourt,Portarlington,"00/994, 09/524",19/08/2004,18/08/2014,21,112,40,54,0,227,131,0,0,0,0,0,0,0,0,42,0,0,2,16,0,18,0,0,0,0,0,18,0,0,149,0,0,149,0,149,0,149,149,149,6,4,0,2,03/08/2017,No,,14,2
1524,No,Laois,Landsdowne,Commons or Derrymore Close,Portarlington,03/1665,26/05/2004,11/01/2012,54,192,0,6,0,252,115,2,0,0,0,0,0,0,0,0,0,129,6,0,0,0,0,0,0,0,0,0,0,0,104,19,0,123,0,123,0,123,123,123,9,5,0,4,03/08/2017,No,,0,0
1528,No,Laois,Maryborough Village,Mountrath Road,Portlaoise,"03/1241, 07/580",21/07/2005,20/07/2013,66,224,142,0,0,432,163,65,0,0,0,0,0,39,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,218,7,3,225,3,228,0,228,228,228,8,4,0,4,11/08/2017,No,,8,0
1545,Yes,Laois,Summerhill/Aghnaharna ,Summerhill,Portlaoise,"97/146, 98/1149, 99/1404, 05/1597",22/09/1997,01/03/2011,120,246,30,14,14,424,101,13,11,0,8,0,2,0,0,12,0,249,0,0,0,0,0,0,28,0,0,0,0,0,83,25,0,108,0,108,0,108,108,108,4,0,0,4,11/08/2017,No,,2,0
1550,No,Laois,The Orchard,Ballylinan,Ballylinan,05/1516 & 07/695,22/05/2006,20/11/2012,4,0,3,0,0,7,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,2,1,0,0,1,11/08/2017,Yes,1,0,0
1552,No,Laois,The Priory,Townparks,Borris in Ossory,"98/811, 04/416",08/12/1998,08/12/2009,6,6,0,0,0,12,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11/08/2017,Yes,1,0,0
2269,No,Laois,Lake Drive,Kilminchy,Portlaoise,"98/542, 98/543, 07/1714, 09/797",20/01/1999,21/01/2012,36,82,16,0,0,134,110,2,0,1,0,5,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,117,0,117,0,117,117,117,6,4,2,0,11/09/2017,No,,0,0
1556,Yes,Leitrim,Acorn Wood,Drumshanbo Road,Leitrim Village,P03/1309,05/09/2005,04/09/2010,1,6,0,4,0,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,2,7,0,0,7,7,7,7,1,0,1,0,04/08/2017,No,,0,0
1566,No,Leitrim,Bramble Hill,Grovehill,Mohill,P02/445,27/01/2003,26/01/2008,5,6,0,0,0,11,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,5,0,5,5,5,0,0,0,0,03/08/2017,No,,5,0
1568,No,Leitrim,Carraig Breac,Carrick Road (Moneynure TD),Drumshanbo,P04/1521,08/03/2005,07/03/2010,0,8,29,34,0,71,12,5,0,12,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,26,0,18,0,18,0,18,0,18,18,18,4,1,0,3,04/08/2017,No,,1,0
1570,Yes,Leitrim,Cluain Oir,Leitrim TD,Leitrim Village,P04/1954,29/03/2005,23/03/2010,40,0,0,0,0,40,6,0,0,7,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,6,1,0,7,7,7,7,1,0,1,0,04/08/2017,No,,0,0
1572,No,Leitrim,Cnoc An Luir,Carrick Road (Moneynure TD),Drumshanbo,P00/630,14/03/2001,13/03/2007,23,2,16,0,0,41,24,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,25,0,25,25,25,1,0,0,1,04/08/2017,No,,2,0
1577,No,Leitrim,Corr A Bhile,R280 Manorhamilton Road,Killargue,P04/1011,01/12/2004,30/11/2009,5,12,0,0,0,17,1,2,0,0,0,2,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,3,1,0,0,1,04/08/2017,No,,0,0
1594,No,Leitrim,Knockmacrory Heights,Knockmacrory,Rooskey,P06/293,09/08/2006,08/08/2011,3,4,0,0,0,7,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,03/08/2017,Yes,1,0,0
1596,No,Leitrim,Cedar Wood,N16 Enniskillen Road,Glenfarne,P04/1987,17/10/2005,16/10/2010,8,4,0,0,0,12,0,0,0,0,0,4,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,03/08/2017,Yes,1,0,0
1604,No,Leitrim,Holland Drive,Skreeny,Manorhamilton,P04/1544,21/07/2005,20/07/2010,2,8,0,0,0,10,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,5,5,5,1,1,0,0,03/08/2017,No,,2,0
1610,No,Leitrim,Town Centre Development,Behind Main St/ Church Lane,Manorhamilton,P04/862,03/08/2005,30/05/2016,0,0,6,6,6,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2017,Yes,1,0,0
1611,No,Leitrim,Lis Cara,Drumshanbo Road,Carrick-on-Shannon,P00/183,11/10/2000,10/01/2005,14,8,136,16,12,186,140,18,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,7,160,29,0,186,0,160,26,181,181,181,4,4,0,0,04/08/2017,No,,6,1
1613,No,Leitrim,Lough Melvin Forest Park,Kinlough TD,Kinlough,P04/1696,23/08/2006,,95,0,0,0,0,95,0,0,0,30,0,1,0,43,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,5,5,5,0,0,0,0,03/08/2017,Yes,1,0,0
1614,No,Leitrim,Mac Oisin Place,Dromod Beg TD,Dromod,P04/1606,24/06/2005,23/06/2010,11,14,5,10,0,40,5,0,0,5,0,0,0,1,0,0,0,19,10,0,0,0,0,0,0,0,0,0,0,0,15,5,0,20,0,15,5,20,20,20,2,2,0,0,03/08/2017,No,,1,0
1616,No,Leitrim,The Line,,Ballinamore,P04/1854,19/07/2005,18/07/2010,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,10,0,0,10,0,0,0,0,0,0,0,03/08/2017,Yes,1,0,0
1631,No,Leitrim,Winston Hunter,Fawn TD,Dromahair,P04/2027,30/11/2005,24/01/2014,5,2,0,0,0,7,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,04/08/2017,Yes,1,0,0
1643,No,Leitrim,The Meadows,R280 Manorhamilton Road,Killargue,P04/1635,10/10/2005,09/10/2010,8,0,0,1,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,04/08/2017,Yes,1,0,0
1646,No,Leitrim,The Waterways,Keshcarrigan TD,Keshcarrigan,P00/1240,07/10/2003,31/12/2019,12,44,8,16,0,80,0,0,0,10,0,6,0,0,0,25,23,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,4,4,4,4,3,0,0,3,04/08/2017,Yes,1,0,0
1648,Yes,Leitrim,Tuckmill Park( Glen Abhainn),Drumkeeran Road (R280),Manorhamilton,00/491,13/06/2005,12/06/2010,5,0,0,0,0,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,5,5,5,1,1,0,0,03/08/2017,No,,0,0
2873,No,Leitrim,Strawberry Fields,Cappagh Td,Mohill,P06/1031,10/05/2007,09/05/2012,14,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,1,0,0,0,03/08/2017,No,,2,0
2877,No,Leitrim,Druminshingore,Druminshingore,Newtowngore,P00/86 & P06/322,12/10/2000,11/10/2005,4,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2017,Yes,1,0,0
2878,No,Leitrim,Lough Melvin Forest Park,Kinlough,Kinlough,P04/1692,20/02/2006,19/02/2011,11,0,0,0,0,11,0,0,0,0,0,1,0,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2017,Yes,1,0,0
1676,No,Limerick,Coolbawn Meadows,,Castleconnell,06/1354,27/10/2006,29/11/2011,5,60,4,0,0,69,31,0,0,0,0,0,0,0,0,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,31,0,31,0,31,31,31,3,1,0,2,05/09/2017,No,,2,0
1692,Yes,Limerick,Aos Cluan,Clarina,Clarina,99/2676,,21/11/2012,31,110,55,0,0,196,80,10,10,0,4,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,90,0,72,0,90,90,90,6,2,0,0,05/09/2017,No,,0,0
1695,No,Limerick,"Development under PP ref. 05/1623
",Well Lane,Rathkeale,05/1623,27/10/2005,25/10/2011,18,0,0,0,0,18,4,0,11,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,4,4,4,2,0,0,2,05/09/2017,No ,,0,0
